,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
11,4.958802846013297,4.0081656497293086,4.9757817069635015,3.5705740945390465,4.603716989427817,4.333994126623325,2.700865424248861,4.420437903897975,4.313141906099874,4.532753307767672,3.703324669663496,4.156613307879757,4.454465965309178,4.969877882052028,3.3093581788875106,4.018418518519878,2.7846413014756357,3.3749952186269647,4.016593487020468,4.07650731612226,4.5678014912255245,4.127598027581701,3.2107932888704185,4.328474424219855,4.399068213008977,4.05853368289575,4.1883081974877525,4.180212613297715,3.776935837450315,2.9927104526238355,3.2239228120444694,3.132561657063038,4.995611320052357,3.0131692729558406
12,4.989607206701687,4.6480144044323355,4.982018548034708,3.9986811295837965,4.920406305821211,4.876381903376137,3.508016808649539,4.981927740283851,4.76748880900369,4.7600388694972695,3.331601085990723,4.022240920026064,5.238329094930208,3.0268193582559104,4.975803628352674,4.020667480948698,3.4095632477150293,2.837026535094907,4.966999009734647,4.92580605777619,4.348090672738424,4.393551231004554,4.974374496437183,4.725798870767833,4.0042225937673885,4.30197658941479,4.388816970135754,4.144663589886832,4.675685277149763,5.202777944037758,1.9759892699953072,4.6410893359199585,4.22520883849067,4.205491758039773
13,4.001970123082375,4.333975326190257,4.173454893661804,3.772962592965479,4.862268992613332,4.101007642392641,4.927609790212105,4.056073303536116,4.538394427253553,4.941498030711643,3.5505889159604287,3.531897402321515,4.001210198747504,2.9770830872388627,3.9735717290244223,3.403569189357219,1.7789132013784859,2.7553421459979437,2.7910279473313713,4.150723141205995,4.89992634563381,4.0079832461808325,3.010231058288194,5.362005199767774,3.2916361744960163,3.973004361170454,4.6722534210917885,3.97653024782792,2.0507095540471356,4.139683177674485,0.7836747498146213,3.9355651129771005,3.9512311605745625,4.209473611197656
14,4.976521280339028,4.0328683844090465,4.991723726761781,3.8043482411802616,4.98624155166174,4.556684548345383,3.659788616317516,4.614108121957534,4.535010731692192,4.652536731404393,3.6386327273410326,4.150189953326459,4.984315699869945,4.415646024301557,3.733160798675016,4.383537335012837,2.5448757283357235,3.032571582862039,4.196062286758473,3.977006780050916,4.786474329818884,4.521891179909466,3.79449616019626,4.970676659588532,4.241309167457846,4.121010353900844,3.9556192929754204,4.2873970832845,3.837048850036844,3.452349565235276,2.642205159494547,4.008642008308433,5.195298911622911,4.4990542925153845
15,4.9748571254090095,4.761251918664806,5.00566038851488,4.969992170614757,4.970007232436407,4.877485209045355,3.5730829187018034,5.043831156052004,4.909618320156693,4.858280805107741,4.332467718788261,3.7627477265034757,4.995080250994225,4.008339705750729,3.526988023067937,4.3136462321897575,3.236947848141715,3.513034695739114,4.460599324563984,3.6958588514322748,4.252420317158326,4.349251370491088,3.5347211948289976,4.661581873822438,4.050613805621038,4.707708156955365,4.1245240506514955,4.979842562711403,3.323441009321344,3.3839586148925265,1.8524669566059828,3.5797645512141925,4.1013770526735245,4.57111267274142
16,4.008178081900936,3.8333831241043703,3.991929373034861,2.9021794524597078,4.5565374027614505,4.236747733778822,3.120631210770994,4.0029991336839155,3.9057986362619794,4.442194857464059,2.763780764003927,3.652613366804139,4.035628462899887,3.5738849038410776,3.9719160980209964,3.6726551245590073,3.1120966583736505,2.9776372742349038,3.8572435384596364,4.582497705594768,4.508419294823024,4.329720418236875,3.823932579234033,4.201221849049136,3.433013379536819,3.3725573074660207,3.8975270134963167,3.1589808445620977,3.877383191913799,4.974832705846015,3.6827137949571336,4.983314739825237,4.980404470595666,3.9980006120586347
17,3.998165565777113,3.997413304287083,4.028504583641034,3.548757548374978,4.920800576919077,4.149100895071462,2.8880012891961626,4.140606500487078,4.099062912868039,4.515092509618616,3.0466408950484696,3.5010535726096346,3.9887470035771826,3.5133991966930656,3.709196738834002,3.4994241346976156,2.388254169435049,3.9439701419735225,3.271364314698128,3.397914104163512,4.709300914131716,3.826282167798279,2.466310547497869,4.016978230976332,4.033609929083226,3.87841147983272,3.7362871803723845,3.715883908111489,3.181769379557858,4.192744425947674,2.6283420468319383,3.312764982061362,4.200746587700249,3.9583333833348475
18,4.985537350145268,4.49538755486716,4.986382586234099,3.7619185344710417,4.955663482374747,4.589286248385354,2.919351541337351,4.728999014647147,4.646870711613682,4.6906089681199825,3.92187463604943,4.390989205277826,4.998526143442877,4.991854073005073,3.7816241691526162,4.538278171452517,2.729119247131619,3.9056191377447247,4.382844593604756,3.6336662992115567,5.002895468073936,4.2594649611673825,3.52844316841513,4.58010936463752,4.971232174661984,4.595167948086429,4.288980938240624,4.534495926194696,4.165489341079229,3.5297247838454986,3.094390848886924,3.5098591946946485,4.688547555319565,4.277785639295081
19,4.923758913507239,4.989277915730179,4.485974528480526,3.894341180707991,5.341997875393291,5.016449760274229,3.362432081837034,4.879949453366752,4.97080388957326,5.1748707791960635,3.592859541060086,4.655963404396343,4.87763726336825,4.300970939182787,4.977152434530774,4.015225882840807,2.8529425184158845,5.120259396232636,3.812720872624487,4.370059548929992,5.0000532621061256,4.965227364640968,3.0143951552966266,5.004578156124656,4.979571554017653,4.606975534200745,5.01873915014483,4.326225655691086,4.30747074843029,4.873013839386112,2.987215546284927,3.841059212580654,4.655620378840137,3.5834414622690054
20,4.727041954829809,4.972165568836818,4.471896404121349,3.9906956959346207,4.9890527541584495,4.7811412718786075,3.8990922928689593,4.676530487157694,4.694837892362356,4.982948380247747,4.017738386075811,4.0725918399365435,4.943375802110756,4.016319904162402,4.071299278204132,4.319217486494519,2.645515189813375,3.5305496888478047,4.25773031030736,4.586685508757461,5.187271532655629,4.618855301247564,3.996745117323633,4.976612289210149,4.1317267815086804,4.539435930169436,4.409780743323563,4.323236301958731,3.3543499906491334,4.648118180410781,2.9907991246789285,4.733246954779068,4.002300801698842,4.99090596042773
21,3.089997691826997,3.966522263471458,3.1634900128745764,3.2403022710122387,3.009598621776483,2.926148490655898,2.4164073700467537,3.021595739177174,3.4525061002066386,3.4950271810369187,3.961342218150695,2.683776246948396,3.0078819750997976,3.267290059251557,1.6542114364370162,3.1936307406909226,1.3063736556519314,2.5624908791085566,2.4217804101027616,1.9998211719472576,3.002992507038029,2.279351380361733,1.8602428792106398,3.010746368096318,2.9125619463066417,3.964554638473803,3.1576103455222664,3.9920801711057807,1.0058649504219639,2.2368719993855293,1.050827248003221,1.0085246623475392,1.240847579283185,3.02675706352988
22,4.38367835423567,4.00975345610411,3.8013012794182672,3.311843570288781,4.3780992492344035,4.166708549538669,3.9839428755153174,4.036521482158541,3.9993376496290196,4.348765360084502,3.459108950493512,3.8045787510300366,4.067492703850769,3.8580393292068327,3.3326982389597495,4.111206104105532,2.0603442050208614,2.900022204981581,3.003745822012709,3.9144920279124302,4.464244814438542,4.9682811360711385,3.402585753136269,4.975394854783537,3.4019552922221994,3.609895189910193,3.887904464957804,3.684732248355821,3.143419144786535,3.349368519109864,2.356071876121228,4.638169604550317,4.566875650854412,3.8595317619365495
23,3.7744537216616854,3.9854024710789853,3.772809186139629,2.7989729887568258,3.747417754964076,4.152389531975402,2.008538055139042,3.7771505096435143,3.7628878258896723,3.7594878198349613,3.4449215609554034,3.958376141437463,4.848528395753702,4.984770873844232,3.0954235950261397,4.068857756747627,2.814400352263176,3.888418450949273,4.334661760495547,4.2401282324141665,4.463532138003863,3.9122469988912063,3.656810218134933,3.426729356328619,3.9973909450158778,3.870405120832082,3.2181593972698517,3.745531117974531,3.9853391462074885,3.6265863855856146,4.978027086945413,4.003836343416322,3.015284040690811,4.986617592707565
24,4.976326847104353,4.996285185146014,4.97933101421934,3.6983821673478046,4.990060109329222,4.997663998490563,3.587715084281687,4.972334431206682,4.895804234490144,5.009335888723284,3.701154495261744,4.52031889635943,5.341086726287255,4.154666668383065,4.977727150622351,4.3962776958007845,3.433133706087697,3.4972482542844294,4.86067631484261,5.303130689644526,5.195059738800052,4.735898861455828,4.969597427931532,5.002985229936207,4.48816981779305,4.551924494643623,4.977718927503357,4.277780625325563,4.903885222872813,5.224297461327046,2.9816215108405455,5.19237153473647,4.36221930215181,4.470652322635448
25,4.418644784605841,4.974637420669345,4.019614042000375,3.624250698612417,4.750275021758423,4.365297710289767,3.918273159527393,4.315163366996276,4.493199234920323,4.982782759574161,3.917558192425216,3.970698712710926,4.006736517707432,3.8989989667552236,3.9370228659989124,3.875164490028083,2.2374944430879613,3.7180052835391617,3.139814403130891,4.239585627987536,5.141518672682214,4.475185072783674,3.1125724175581464,4.976641124828004,4.040739871861625,4.351691359486536,4.97962032322629,4.029559348857889,2.8261643374378336,4.336207561980984,2.2364082846730793,4.217422510866591,3.8730949379208313,3.513858563331868
26,4.9463422626657625,4.996205220960593,4.695359434098004,4.14788500492848,4.998331972525047,4.9912940868685896,3.585746027009032,4.98013949374783,4.816541696886197,5.014612923394251,4.023544803114873,4.295823069817281,4.932506877606671,4.528416575143517,4.2921157231675195,4.358676732127161,3.259984807464222,4.086196045876303,4.185453595125734,4.506257185725614,5.134037597607536,4.982861270685237,3.81555238990427,5.001151260990161,4.482060236011881,4.535109463475147,4.968440393679984,4.394517378524963,4.157566169941557,4.148220323079908,2.8606457079998484,4.872646427840904,4.58090867357169,4.002142655468092
27,4.930686406029851,5.011984225306618,5.080760110671675,4.596447696649132,4.986841259310798,4.722695764912082,3.926254590307717,4.828568046656048,4.911392208574882,5.113199918362152,4.9399685392057515,4.065854064022732,4.920014994402485,5.046318312978648,3.0035328849565768,4.8660334386148705,2.617170992933794,3.400139909062121,4.075326602976407,3.7392782254597696,5.178883593228263,4.3929464604906485,3.5623703273819056,4.99403623350414,4.28162953154871,4.9940435974370505,4.467670020908216,5.1749129200610895,2.865890788975127,3.208530197059749,2.467336027690214,3.7789587921111094,4.131381797127103,5.001030146246579
28,4.945942911263287,5.001735835004199,5.158032903198427,4.185804679999324,5.270224542613606,4.807810522756178,3.5432598947021248,4.9455924556737125,5.093523394779759,5.197553955485413,4.312058836867964,4.513939171982411,4.978477417197358,4.998190177744273,4.079080866925592,4.569967491808773,2.967459002518653,4.260205312305214,4.184975195279515,3.971343822836403,5.339610291348675,4.382480209130258,3.4846803995800615,4.995611840720858,4.979446470732374,4.9834993226896085,4.979478378708127,4.9766024895726195,3.972054143579377,3.9294411461690415,2.5103214939537835,3.6372502396942052,4.4824366762804715,4.479156704402484
29,4.992519968576194,4.976977727494727,4.79351462207506,3.9937565721979094,4.994386650896906,4.783014587345694,3.6178347535282405,4.8148441201645795,4.768597904618885,4.97264735853227,4.425858933931383,4.397806743379115,4.999911614477782,4.992628571803735,3.62204696157649,4.977308596823265,2.7359181087078817,3.721585397563209,4.218201131027366,3.958355563195767,5.253638433369958,4.815206961636973,3.9677211322707704,4.99325852440287,4.592712490038007,4.804626280160572,4.467245204288126,4.745971828310731,3.844044912673714,3.8905536387838877,3.1028514403330854,4.423127282860892,4.457113582254851,4.8803506108448245
30,3.9670498087743677,3.9028041167147705,4.974826716851295,4.122435952952177,4.981678459348611,3.700155513840107,3.2776644126944565,4.05228035378578,4.552282687610048,4.967263937901727,3.87109168122993,3.3897328128759994,3.046869209722933,3.9938207181401797,2.5082660146767735,3.7033232074532765,3.0630877743310516,3.112285704833016,2.9723960275222265,3.0276352572847056,4.004754181796309,3.0080245551231717,2.2238497857601325,4.002598574505682,3.5529556571856693,4.302197011928254,4.009877007765717,4.956215091398792,2.4382458171462993,3.2515349175468637,0.979662276438722,1.4479528964705548,4.396951778653328,3.690869240706558
31,4.528539606996233,4.581538347097736,5.000889165636822,4.306653364832254,4.939607782851352,4.668730797034676,3.4819715651600576,4.764585448986198,4.958288635393693,4.826497807097685,4.027755506682947,4.112263396329337,4.973898019443016,4.310408237273044,3.8807945401650805,4.364301950229653,3.3539171632116376,3.781035593453679,4.35224612771909,3.8247998880464413,4.410865666475921,4.102093243748261,3.715239651455721,4.6078626770582005,4.260834883856307,4.698935992050538,4.292728353756666,4.988361001373016,3.99119564490133,3.8696280900885034,2.0047980764121274,3.4172168409963377,4.001988255132478,4.992712427480639
32,4.526452198893535,4.3032323754272435,4.978169347891824,4.958325971111362,4.684688348059736,4.797505913677344,2.9868586903252727,4.903184308979215,4.642685197577814,4.528127706853149,4.046053815354839,3.4026156758050417,4.989541441719172,4.075262815471371,3.2498938266537896,3.9958725579869854,3.733763055194163,3.5157672565255096,4.596514970901561,3.6926338333524074,4.001039072321477,3.985485500962425,3.3909291244552215,4.022867465454865,3.740642119229099,4.359286589739442,3.7658929958005376,4.75473821851128,3.510985495392275,3.0590701176137274,2.2804513391810466,3.5925177495000145,3.970897315513844,4.61726637824452
33,4.993176950588241,5.0205898977346415,5.00171053093219,4.621253528612662,5.388359582404652,4.986238370792016,4.948846037177493,4.983519308740132,5.102955346808495,5.423250490036895,4.447701677961072,4.114461724040169,5.000094873170195,4.213518088516768,3.9663734612225516,4.562478825877302,2.7400106583409416,3.206718986766385,4.001197302018723,4.634599189811768,5.445002192572522,4.993970379810548,4.0004473559211355,5.766516443574407,3.9476540669302382,4.678845180445079,4.875249734071456,4.814265396683763,3.0446274394785102,4.098798714390334,1.9792845523462999,5.020345782183384,4.749961385822291,5.196742524492575
34,4.342467082707074,4.498704589354944,4.999758852788613,4.7572023197432305,4.7057965325329745,4.830524269824356,4.0486248926522626,4.628157740435949,4.956984516458352,4.979462909727064,4.24479296954931,3.6924928300024544,4.974742676215627,3.8336168424629387,3.534224227711942,3.9998226804602193,3.638268392063417,3.021547819057451,4.356946826302231,4.823487607943355,3.860998728389354,4.164680428288507,3.929964890250568,4.62156407476163,3.0520730672342045,4.423089016101253,4.090245371768324,4.982256216951101,3.0859757512457993,4.140412349812103,2.1652655895603763,3.6834952902145495,3.7415079157144624,5.077518272922234
35,4.906532977316269,4.620554630796124,4.99638528292008,3.303499135920007,5.103459462217066,4.54496771288282,2.8055358541317728,4.4380621940588405,4.912075512542905,4.9990207252638585,4.005818570761312,4.9845907807060845,4.997674509665742,4.988525548811789,4.026728163649515,4.96108496292316,2.410191789625465,4.209359931521456,4.094266024876538,3.5933702840685817,4.301969274093014,4.229573412221334,3.582633229821596,4.485605695194973,4.995630732942482,4.990267571259475,4.008025392548336,5.003734235077539,4.4724044655698245,4.977316194219918,3.4050448546630907,2.0256164586791856,4.46521167453183,4.434233006705677
36,4.613180815938601,3.9978472193132326,4.978021304808351,3.6958306427476995,4.36062350312641,3.996484131188764,4.286649716338687,4.3334178620025225,4.273735410176482,4.329967445162435,3.875091835351078,3.5060394467371245,4.595712023785149,3.5815369553355376,3.108667742910029,4.492265831978797,2.422451574280027,1.022376580026772,4.248455717791276,3.9403094232195577,4.562267139830446,3.888577956053905,4.977861672082215,4.967010157658857,3.269889934845446,4.013551410442414,3.8196616645690544,4.282398100168948,3.2363140013856038,3.1208104456896213,1.0099107313547047,4.567436711218263,4.1980637063146,4.992870982181029
37,4.998977440091917,5.118682065577178,5.003153970897433,4.706793928026882,4.893116722177562,4.85048752181697,3.7806685923262413,4.97949341434429,4.873160307305021,4.997251888578395,4.952162685636932,4.007084888248695,5.06871060190507,4.972630176423266,3.0617668517369157,4.989212441691917,2.8881265108926897,3.4102414272488666,4.34729677843279,3.6985484506926034,5.08291340337523,4.571476100433904,3.849207347825022,4.906755119091085,4.283273243938921,5.000579772441442,4.409399082579301,5.126244319170386,3.1619955644493367,3.2078422203067425,2.5650874257554213,4.242821687579296,4.053825128025329,5.093681690861607
38,4.175932562079834,3.7383446024708356,4.952538912032957,3.6561992651891018,4.965050123608714,4.003824515754061,2.932698601194282,4.246578197121343,4.214824863969941,4.634621449664287,3.2575876335460765,3.4497524218901034,4.007945898095859,3.9732804438596463,3.3635705464001733,3.569930511249645,2.757704373159956,3.0057913067609703,3.6748832738784394,3.7426124668560337,4.992525832243238,3.2635241197258487,2.9995133039795623,4.013090341011275,3.999083489361221,3.9174390375157295,3.9787581510981127,4.013968267391134,3.2985077317998632,3.6317699376498087,2.2211264867452623,3.108368345067431,4.6399870379248425,3.8852394267578174
39,4.814394654202014,4.946354332111185,5.008333442233976,4.277058879016474,5.242805215695895,4.759491328825563,3.12564379614455,4.966659648087906,4.990248808751452,4.996338294786089,4.019722372260943,4.222642394039996,5.002968672962194,4.343029383365765,4.259046012888291,4.310591580933084,2.9903446264931697,4.309256075443682,4.384447385507702,3.5810974689154644,5.002652383033376,4.0107430820620396,3.379151713134588,4.573464775327537,4.98653105708151,4.956054443140854,4.637618542612587,4.819698943556627,4.0011612783895005,4.212303507666608,2.2491223334165,3.297076077188265,4.075235286683727,4.485239510148962
40,4.972576263448854,4.5728115176681285,5.1994010046121595,4.976828433466786,4.4256649868479805,4.646175858456512,3.986609454499734,4.964049583939611,4.4934565985056105,4.498542057637303,4.993942217397801,3.3416081318744943,5.012907987546129,4.712706599453952,2.049946047178206,5.213082074549166,3.5183997645898852,1.7179466173205775,4.982770146826824,3.8568923022134807,4.667879629465576,4.5138255037557995,4.960841658745468,4.716445929541439,3.2807224072521755,4.52180488560784,3.570602319367178,5.091450758001586,3.0693171992356136,2.1229269541443534,2.2051228413885093,5.308291393475749,4.12156088230088,5.968645020091003
41,4.5921789555465,4.586126046498634,4.7992761058452205,4.962762423683302,4.992625097091127,4.982225731616318,3.305337017703528,4.976390731651348,4.907708586505181,4.833138747837427,3.8942308378375112,3.652477595516639,4.99343346393423,3.734467661420105,3.985814758832409,3.768868811579707,3.5639709034336873,4.149003951577737,4.359234489788794,3.791222061659634,4.008230908253872,4.218480257291605,3.0087928823264147,4.386345057926504,3.982332300529637,4.47786975492445,4.214781893529799,4.69318641883565,3.4588866654948505,3.8101113428695017,2.1086429880614275,3.452266366931699,4.122890636362049,4.302398347536977
42,4.031021717690532,4.346343859653129,4.17797491825019,3.9900080317444027,5.007984616668299,4.343285932324325,2.9159279546571657,4.455700988340014,4.463552250962561,4.642605188109961,3.446671277818122,3.7627598453969524,4.135702983646161,4.17870130933296,3.8399129456940804,3.6047709184249284,2.6454183752124654,4.958836819740954,3.035154438626129,3.003123864926448,4.982598241276343,3.9881927100855203,1.9302584350527277,4.230182070941733,4.61906187150985,4.28659148265265,4.4391648581396685,4.228363606053444,3.4801398990593584,3.3873464743336905,2.0136582649650747,3.0992265704022377,3.991038636701353,3.73277895127425
43,4.286416819107243,4.2746394437671595,4.284337244576586,3.4283848242519745,4.009901319645753,4.328633910195918,2.8897828830482344,4.182753709805393,4.103572226821066,4.118490346233879,3.9779286720239266,3.9165489559927673,4.9719700773228785,4.97850014476153,3.1519870379569777,4.220363203761271,2.4615544838483143,3.3699763913472753,4.113917391254371,3.9222074724483607,4.795275720764873,4.095385087208344,3.595094103525659,4.2128373766189,4.10265082548541,4.125711809696458,3.985446040016491,4.016545633271249,3.449475034451123,2.959113529674926,3.6143266969401893,4.181657941068084,3.58854240506485,4.400505128999036
44,4.228866641233383,4.119406050903478,4.108250303856683,3.68074041538941,4.979014764532162,3.9906088060748264,3.9955392421387255,4.072339648967535,4.301405689024343,4.755306155472508,3.577094722086397,3.653040659301247,3.7458148523426265,3.8492943629533265,3.3658046917812614,3.6828257465327643,1.5669558382082325,3.58077965656198,2.530124433252504,3.0037492069030964,4.997071638754665,4.072527380944861,2.0252123265963866,4.950536829200619,4.037000823396178,4.013661356798215,4.3119266528041535,3.992593743052776,2.2188151114065624,3.2077881856275337,1.5234563390908538,3.1569735761177227,4.587731616470655,3.6638301219917935
45,4.6298000581875005,4.507953572430645,4.56543820524099,4.031859099369882,4.963295314454051,4.983063375368861,2.0336273586428173,4.949496534514533,4.6615509125078,4.570874345593006,3.0634641303645327,4.136018621541241,5.081353855140909,3.894911629648443,4.96541848605694,3.5657927847695743,3.6916386997627963,5.134098130604486,4.528387955795251,3.910947568404072,4.205944446429218,4.2347644946525715,3.017238078230343,3.848347467426321,4.907399039653575,4.317920369796405,4.395887194593635,4.0363889919948415,4.99783827412823,4.663300376303966,3.17841150063635,3.40279780888958,4.286975872368765,3.267096405619587
46,5.193910959975779,4.933270252940028,4.979626242237988,4.077811679841853,5.210215058428721,4.999263097830861,3.4517563742472306,5.038139945642586,4.971935673785819,5.0076790026905424,4.223039232287543,4.669224243016972,5.302168926187564,5.067911585743009,4.104070395405492,4.986105849677079,3.008151795403014,4.2270941615058835,4.482252110074048,3.9167919440887315,5.1065229511110495,4.98624010871453,3.925776259022555,5.061590957180874,4.979669592563789,4.8666005696725385,4.536587357940549,4.843830341040777,4.481040639433604,4.010589242699104,3.1514634150969356,4.2535482171784755,4.841358343439962,4.828531081414719
47,4.750460288567204,4.913857846816684,4.482454576498153,4.168533930941353,4.875480187753834,4.976675402599887,3.625578745532512,4.75611468183603,4.716831534099432,4.972878992549853,4.068294842431297,4.184770019766415,4.996467599326243,4.304659928067559,4.023354967033391,4.2995656252333445,3.0042747858653858,3.9857798518723695,4.049397148043217,4.8271530976941595,4.858978825809028,4.976714882190412,3.801752222586416,4.815628119788994,4.003633536933346,4.4764094041578355,4.4233577587220525,4.447564236240247,3.7530330137514367,4.434082952774623,3.2267830067567043,4.572621280845861,4.012742713776706,4.431634149852439
48,4.60784048923819,4.448084695258228,4.4853751791321494,3.707948249309621,4.526053930101176,4.944198032569317,2.3827411015075937,4.6725835399372055,4.519054021657899,4.4510426826814955,3.443574681498405,4.348250911670755,5.271490367095759,4.4528378903448935,4.360422027430517,4.095960095157899,3.6368209263338422,4.436945248486132,4.622986377140522,4.669440890840446,4.117980697156304,4.663873944229681,3.883409411971185,4.017533678150307,4.317476099954921,4.227182760432127,4.020577194971511,4.18519942443088,4.97828890780469,4.523023317116611,3.9913076737655033,4.006772103923978,4.009676682493322,4.0047301969548545
